,smiles,predicted_value,all_smiles,SC_Score
0,C#CC(=C(C=C=CC)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)(C)C.C=C(CC(=O)OC)C(=O)OC.ClCCl,100.58732604980469,C#CC(=C(C=C=CC)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)(C)C,3.2414256066686726
1,C#CC(=C(C=O)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)OC(C)C.C=C(CC(=O)OC)C(=O)OC.ClCCl,100.2660140991211,C#CC(=C(C=O)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)OC(C)C,3.519505079994337
2,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)(C)C)CCl.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.29460144042969,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)(C)C)CCl,3.1208201302326035
3,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)=O)CCl.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.57025146484375,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)=O)CCl,3.3525396274612036
4,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)C)CCl.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.3843002319336,C#CC(=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(C)C)CCl,3.4277772168265166
5,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(=O)OC(C)(C)C.C=C(CC(=O)OC)C(=O)OC.ClCCl,100.89425659179688,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C(=O)OC(C)(C)C,3.117619771134936
6,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C=C(C#N)c1ccccc1.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.3241195678711,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)C=C(C#N)c1ccccc1,3.476531179653403
7,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)CCl.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.2731704711914,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)CCl,3.0687083782640725
8,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=C.C=C(CC(=O)OC)C(=O)OC.ClCCl,102.00007629394531,C#CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=C,3.119150164209315
9,C#CC(=O)OC(C=C)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.61149597167969,C#CC(=O)OC(C=C)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.294426425436828
10,C#CC(C#CCc1ccccc1)(OC)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.53608703613281,C#CC(C#CCc1ccccc1)(OC)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.4585577872919027
11,C#CC(C#CCl)(OCc1ccccc1)C(C)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,103.76336669921875,C#CC(C#CCl)(OCc1ccccc1)C(C)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.294247745092192
12,C#CC(C#N)=C(C=C=C=CC)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.30476379394531,C#CC(C#N)=C(C=C=C=CC)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,2.857203738507134
13,C#CC(C(=C)C)=C(C)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.53614807128906,C#CC(C(=C)C)=C(C)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.379036605210514
14,C#CC(C(=O)OC(C)C)=C(C)CCC=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,96.8920669555664,C#CC(C(=O)OC(C)C)=C(C)CCC=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.0954578352029207
15,C#CC(C(=O)OCc1ccccc1)=C(C)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.76200866699219,C#CC(C(=O)OCc1ccccc1)=C(C)COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.2969789840721373
16,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)CCC=C(C=O)CO.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.83998107910156,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)CCC=C(C=O)CO,3.5876365126715095
17,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OC(C)(C)C.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.2415771484375,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OC(C)(C)C,3.2080233766645487
18,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OC(C)C.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.93791961669922,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OC(C)C,3.0868322017949503
19,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.36392211914062,C#CC(C)=CC(=CCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC,2.9742274449736104
20,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=C(C)CCC=C.C=C(CC(=O)OC)C(=O)OC.ClCCl,98.242431640625,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=C(C)CCC=C,3.3722033118338244
21,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=CCC.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.00639343261719,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCC=CCC,3.328816607416266
22,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCCOCCOC(C)=O.C=C(CC(=O)OC)C(=O)OC.ClCCl,97.24992370605469,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCCOCCOC(C)=O,3.549556111581784
23,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCc1ccccn1.C=C(CC(=O)OC)C(=O)OC.ClCCl,101.29769897460938,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCc1ccccn1,3.2536716494212072
24,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCc1ccco1.C=C(CC(=O)OC)C(=O)OC.ClCCl,100.8637466430664,C#CC(C=COp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1)OCc1ccco1,3.295079058995839
25,C#CC(C=Cc1ccccc1)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1.C=C(CC(=O)OC)C(=O)OC.ClCCl,99.45663452148438,C#CC(C=Cc1ccccc1)OCOp1oc2ccc3ccccc3c2c2c(ccc3ccccc32)o1,3.2470359291332986
