,smiles,predicted_value,all_smiles,SC_Score
0,C=C=COCC1=CC1C12CC=CC1C=CC=C(c1cc3ccccc3c3c1OP(=O)(O)Oc1c(C4=CC=CC5C=CCC5(C5C=C5COC=C=C)C4=O)cc4ccccc4c1-3)C2=O.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,76.81700897216797,C=C=COCC1=CC1C12CC=CC1C=CC=C(c1cc3ccccc3c3c1OP(=O)(O)Oc1c(C4=CC=CC5C=CCC5(C5C=C5COC=C=C)C4=O)cc4ccccc4c1-3)C2=O,3.7474326136266134
1,C=CCOC1OCC=C1C12C(C)C1C1C(Oc3cc4ccccc4c4c3OP(=O)(O)Oc3c(OC5CC6C5C5C(C)C65C5=CCOC5OCC=C)cc5ccccc5c3-4)CC12.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,83.28069305419922,C=CCOC1OCC=C1C12C(C)C1C1C(Oc3cc4ccccc4c4c3OP(=O)(O)Oc3c(OC5CC6C5C5C(C)C65C5=CCOC5OCC=C)cc5ccccc5c3-4)CC12,3.7034440464462692
2,CC1(C)C(=O)C2C=CC1C1(C=C2)C(=O)C1c1cc2ccccc2c2c1OP(=O)(O)Oc1c(C3C(=O)C34C=CC3C=CC4C(C)(C)C3=O)cc3ccccc3c1-2.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,62.954227447509766,CC1(C)C(=O)C2C=CC1C1(C=C2)C(=O)C1c1cc2ccccc2c2c1OP(=O)(O)Oc1c(C3C(=O)C34C=CC3C=CC4C(C)(C)C3=O)cc3ccccc3c1-2,3.8628632986051534
3,CC1(C)CC(Cl)C2(C1)C(=O)C2c1cc2ccccc2c2c1OP(=O)(O)Oc1c(C3C(=O)C34CC(C)(C)CC4Cl)cc3ccccc3c1-2.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,51.9305419921875,CC1(C)CC(Cl)C2(C1)C(=O)C2c1cc2ccccc2c2c1OP(=O)(O)Oc1c(C3C(=O)C34CC(C)(C)CC4Cl)cc3ccccc3c1-2,3.4832252154469834
4,CC1(C)CC2(OC3C=CCC=C3)C3CC(Oc4cc5ccccc5c5c4OP(=O)(O)Oc4c(OC6CC7C6C6C(C)(C)CC76OC6C=CCC=C6)cc6ccccc6c4-5)C3C12.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,85.18441009521484,CC1(C)CC2(OC3C=CCC=C3)C3CC(Oc4cc5ccccc5c5c4OP(=O)(O)Oc4c(OC6CC7C6C6C(C)(C)CC76OC6C=CCC=C6)cc6ccccc6c4-5)C3C12,4.0754571176883845
5,CC1(C)CC2C3C=CCC3(CC3=CC=CC3)C2(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC45CC(C)(C)CC4C4C=CCC45CC4=CC=CC4)cc4ccccc4c2-3)C1.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,78.61299896240234,CC1(C)CC2C3C=CCC3(CC3=CC=CC3)C2(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC45CC(C)(C)CC4C4C=CCC45CC4=CC=CC4)cc4ccccc4c2-3)C1,4.076864752017094
6,CC1(C)CC2CC(Oc3cc4ccccc4c4c3OP(=O)(O)Oc3c(OC5CC6CC(C)(C)CC6C6(Cl)CC=CC56CC=CC5C=CC5)cc5ccccc5c3-4)C3(CC=CC4C=CC4)C=CCC3(Cl)C2C1.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,80.01902770996094,CC1(C)CC2CC(Oc3cc4ccccc4c4c3OP(=O)(O)Oc3c(OC5CC6CC(C)(C)CC6C6(Cl)CC=CC56CC=CC5C=CC5)cc5ccccc5c3-4)C3(CC=CC4C=CC4)C=CCC3(Cl)C2C1,3.8696568169654744
7,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)CC4=CC=C4C=CC=CC4)cc4ccccc4c2-3)CC1=CC=C1C=CC=CC1.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,64.15082550048828,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)CC4=CC=C4C=CC=CC4)cc4ccccc4c2-3)CC1=CC=C1C=CC=CC1,4.046770345525507
8,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)CC4C4=C=CC4OC4C=CC4)cc4ccccc4c2-3)CC1C1=C=CC1OC1C=CC1.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,66.40306091308594,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)CC4C4=C=CC4OC4C=CC4)cc4ccccc4c2-3)CC1C1=C=CC1OC1C=CC1,3.8748903304819033
9,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)OC4C=C4CC=CC4=O)cc4ccccc4c2-3)OC1C=C1CC=CC1=O.COc1ccc(cc1)/C=N/C(=O)c1ccccc1.Sc1ccccc1,62.88264465332031,CC1(C=Cc2cc3ccccc3c3c2OP(=O)(O)Oc2c(C=CC4(C)OC4C=C4CC=CC4=O)cc4ccccc4c2-3)OC1C=C1CC=CC1=O,3.582615806219251
